GO_type,exp_string,GO_id,Description,GeneRatio,BgRatio,p.adjust,gene_names,l2fc
Cellular componenet,L1_Imp,GO:0005700,polytene chromosome,49/1139,186/9025,2.3106094822068423e-6,abd-A/D1/fkh/His2Av/Hrb98DE/mam/Myb/peb/Rm62/RpII215/ttk/Pp1-87B/Hrb87F/CrebA/His3.3B/Top1/corto/Iswi/Moe/Deaf1/Su(Tpl)/Nlp/CtBP/lolal/Sin3A/Df31/vig/CycT/bab2/Nipped-B/Dp1/REG/Pits/tou/Mlf/MEP-1/Tctp/CycG/MED26/Ndf/akirin/pzg/nej/Trf2/east/cnc/sqd/Dsp1/br,1.0617102179609608
Cellular componenet,L1_Imp,GO:0031410,cytoplasmic vesicle,90/1139,429/9025,3.912267689124555e-6,arm/BicD/Chc/Sap-r/ed/Fas3/Catsup/S/Csp/Syt1/Syn/Gdi/Rab3/Vha55/Rac1/Arf79F/Sep1/nSyb/Syx1A/Arf51F/Rab5/Rac2/Rho1/Vps26/Rab10/Rab11/Rab7/Past1/fz2/stnB/stnA/Khc-73/unc-13/Syt4/lqf/fab1/Vap33/CG9132/Rab35/IA-2/VGlut/scaf/Vps13/CG1902/Sec24AB/Syngr/Eps-15/unc-13-4A/ergic53/CG6707/cmpy/olf413/CG2663/CG8176/Sar1/AP-1sigma/SppL/Scamp/vsg/CG31729/Sec16/Snx27/CG33096/Rim/Frq2/lap/jeb/Desat1/apolpp/alphaSnap/Nost/Hip14/Sep4/Ykt6/Vmat/Sytbeta/lqfR/CG42674/fwe/brun/Tl/Rab8/Evi5/Ptr/AP-2mu/nwk/Flo2/AP-2alpha/Snap24/VAChT,0.733178443783913
Cellular componenet,L1_Imp,GO:0097708,intracellular vesicle,90/1139,429/9025,3.912267689124555e-6,arm/BicD/Chc/Sap-r/ed/Fas3/Catsup/S/Csp/Syt1/Syn/Gdi/Rab3/Vha55/Rac1/Arf79F/Sep1/nSyb/Syx1A/Arf51F/Rab5/Rac2/Rho1/Vps26/Rab10/Rab11/Rab7/Past1/fz2/stnB/stnA/Khc-73/unc-13/Syt4/lqf/fab1/Vap33/CG9132/Rab35/IA-2/VGlut/scaf/Vps13/CG1902/Sec24AB/Syngr/Eps-15/unc-13-4A/ergic53/CG6707/cmpy/olf413/CG2663/CG8176/Sar1/AP-1sigma/SppL/Scamp/vsg/CG31729/Sec16/Snx27/CG33096/Rim/Frq2/lap/jeb/Desat1/apolpp/alphaSnap/Nost/Hip14/Sep4/Ykt6/Vmat/Sytbeta/lqfR/CG42674/fwe/brun/Tl/Rab8/Evi5/Ptr/AP-2mu/nwk/Flo2/AP-2alpha/Snap24/VAChT,0.733178443783913
Cellular componenet,L1_Imp,GO:0045211,postsynaptic membrane,19/1139,45/9025,5.968163764124e-6,nAChRalpha1/nAChRbeta1/Fas2/dlg1/slo/Ten-m/mys/Nmdar1/unc-13/Syt4/Drep2/lqf/nAChRalpha5/nAChRalpha6/KaiR1D/Cals/Synd/scrib/CaMKII,1.7422336020676947
Cellular componenet,L1_Imp,GO:0005881,cytoplasmic microtubule,14/1139,27/9025,8.341009903478996e-6,klar/alphaTub84B/alphaTub85E/shot/Lis-1/Khc-73/pigs/pod1/Klp10A/Tctp/Kat60/CG30069/Dhc64C/tau,2.0386266048479196
Cellular componenet,L1_Imp,GO:0030017,sarcomere,23/1139,64/9025,1.2162475697959603e-5,Ald1/Actn/Prm/Tm1/dia/Mlp84B/Mhcl/Dg/cpa/Chd64/Zasp66/Mf/mask/Lasp/tmod/sls/Dys/rhea/Msp300/CG43707/mbl/Hsc70-4/wupA,1.5097211410107967
Cellular componenet,L1_Imp,GO:0032154,cleavage furrow,15/1139,32/9025,1.7112178341248546e-5,sqh/Arf79F/dia/Moe/Sep1/pnut/Arf51F/Rab11/Slik/Cip4/Synd/Tl/sau/vib/Rab1,1.8930497805623026
Cellular componenet,L1_Imp,GO:0042734,presynaptic membrane,13/1139,26/9025,3.29288918826072e-5,Fas2/dlg1/l(2)gl/mys/Syx1A/unc-13/lqf/KaiR1D/Nrx-1/lap/brp/Ank2/Ten-a,1.9861591849537839
Cellular componenet,L1_Imp,GO:0030136,clathrin-coated vesicle,14/1139,31/9025,6.246701592088939e-5,BicD/Chc/Rab11/stnB/lqf/CG9132/CG8176/AP-1sigma/lap/lqfR/Rab8/AP-2mu/AP-2alpha/VAChT,1.8393177966245127
Cellular componenet,L1_Imp,GO:0030139,endocytic vesicle,14/1139,32/9025,9.644983603926062e-5,arm/BicD/Chc/Rab5/Rab7/Past1/stnB/stnA/CG6707/apolpp/CG42674/AP-2mu/AP-2alpha/VAChT,1.793514107011388
Cellular componenet,L1_Imp,GO:0016471,vacuolar proton-transporting V-type ATPase complex,11/1139,21/9025,9.911018352137925e-5,Vha55/Vha36-1/VhaPPA1-1/VhaM9.7-c/ATP6AP2/Vha44/VhaAC45/Vha16-1/Vha68-2/Vha26/Vha13,2.0532733808123207
Cellular componenet,L1_Imp,GO:0012506,vesicle membrane,36/1139,140/9025,1.2932856765037113e-4,BicD/Chc/S/Syt1/Syn/dia/Rab11/Rab7/Past1/unc-13/lqf/fab1/CG9132/Rab35/VGlut/Vps13/Sec24AB/Syngr/Synj/Cip4/CG6707/olf413/Sar1/AP-1sigma/SppL/Scamp/Sec16/CG33096/Vmat/lqfR/fwe/Ptr/AP-2mu/AP-2alpha/Snap24/VAChT,1.0268011694511296
Cellular componenet,L1_Imp,GO:0030665,clathrin-coated vesicle membrane,9/1139,15/9025,1.4229968488252965e-4,BicD/Chc/lqf/CG9132/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,2.249193590787578
Cellular componenet,L1_Imp,GO:0045171,intercellular bridge,12/1139,26/9025,1.9649344748768997e-4,sgg/Btk29A/sqh/14-3-3zeta/pnut/14-3-3epsilon/sosie/vsg/par-1/Cul3/Src64B/hts,1.870681967533848
Cellular componenet,L1_Imp,GO:0045172,germline ring canal,11/1139,23/9025,2.7463701008481416e-4,sgg/Btk29A/sqh/14-3-3zeta/14-3-3epsilon/sosie/vsg/par-1/Cul3/Src64B/hts,1.9220288475340683
Cellular componenet,L1_Imp,GO:0030118,clathrin coat,9/1139,16/9025,2.7463701008481416e-4,Chc/lqf/CG9132/Eps-15/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,2.1560841863960962
Cellular componenet,L1_Imp,GO:0098858,actin-based cell projection,14/1139,35/9025,2.915989357259033e-4,ena/Moe/shot/Abi/WASp/Mipp1/Rab35/PIP5K59B/Myo28B1/Synd/kra/pico/dysc/Nrg,1.6642310900664217
Cellular componenet,L1_Imp,GO:0005874,microtubule,27/1139,97/9025,2.938950529330346e-4,Khc/klar/shi/alphaTub84B/alphaTub85E/shot/Lis-1/Lk6/Khc-73/Ran/Kank/CG2082/msps/pigs/pod1/Klp10A/Tao/Tat/Tctp/Kat60/CG30069/Jupiter/Rtnl1/futsch/Dhc64C/tau/unc-104,1.1411338449301247
Cellular componenet,L1_Imp,GO:0045178,basal part of cell,22/1139,72/9025,3.1248685117310195e-4,Lar/dlg1/Atpalpha/numb/stau/pros/ogre/mys/brat/Rab10/Abi/foi/Tao/Dg/ZnT86D/apolpp/alpha-Spec/par-1/cac/scrib/dally/Mcr,1.2756658021487686
Cellular componenet,L1_Imp,GO:0032153,cell division site,16/1139,44/9025,3.206263503325256e-4,sqh/Arf79F/dia/Moe/Sep1/pnut/Arf51F/Rab11/Slik/Cip4/Synd/Sep4/Tl/sau/vib/Rab1,1.5267275663164863
Cellular componenet,L1_Imp,GO:0005604,basement membrane,10/1139,20/9025,3.555057714289217e-4,Col4a1/Ppn/Tig/NetB/vkg/Ndg/SP2353/LanB1/LanB2/trol,1.9861591849537839
Cellular componenet,L1_Imp,GO:0033176,proton-transporting V-type ATPase complex,11/1139,24/9025,4.0830107271112615e-4,Vha55/Vha36-1/VhaPPA1-1/VhaM9.7-c/ATP6AP2/Vha44/VhaAC45/Vha16-1/Vha68-2/Vha26/Vha13,1.8606283028699249
Cellular componenet,L1_Imp,GO:1990124,messenger ribonucleoprotein complex,9/1139,17/9025,4.649945403632794e-4,pum/stau/eIF4E1/yps/Fmr1/Upf1/Unr/Sxl/orb2,2.068621345145757
Cellular componenet,L1_Imp,GO:0030018,Z disc,16/1139,46/9025,5.385336785922357e-4,Ald1/Actn/dia/Mlp84B/Dg/cpa/Zasp66/mask/Lasp/sls/Dys/rhea/Msp300/CG43707/mbl/Hsc70-4,1.462597228896771
Cellular componenet,L1_Imp,GO:0045495,pole plasm,16/1139,46/9025,5.385336785922357e-4,eIF4A/mago/stau/Tm1/tud/Hrb27C/Fmr1/Mkrn1/Helz/DCP2/Fsn/Fs(2)Ket/bel/RapGAP1/PyK/TER94,1.462597228896771
Cellular componenet,L1_Imp,GO:0031252,cell leading edge,23/1139,80/9025,5.385336785922357e-4,Lar/ena/Fas2/dlg1/l(2)gl/Shaw/Rdl/Rap1/mys/Rac1/Cdc42/Abi/Cortactin/GMF/Rab35/dpr9/Kat60/dpr1/Pak3/dpr12/rhea/Arp3/Pak,1.1877930461234343
Cellular componenet,L1_Imp,GO:0030125,clathrin vesicle coat,8/1139,14/9025,5.385336785922357e-4,Chc/lqf/CG9132/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,2.17880426289618
Cellular componenet,L1_Imp,GO:0030175,filopodium,8/1139,14/9025,5.385336785922357e-4,ena/Moe/shot/Mipp1/Rab35/kra/pico/Nrg,2.17880426289618
Cellular componenet,L1_Imp,GO:0033181,plasma membrane proton-transporting V-type ATPase complex,8/1139,14/9025,5.385336785922357e-4,Vha55/Vha36-1/VhaPPA1-1/VhaM9.7-c/Vha16-1/Vha68-2/Vha26/Vha13,2.17880426289618
Cellular componenet,L1_Imp,GO:0005905,clathrin-coated pit,7/1139,11/9025,5.927781371067572e-4,Chc/Eps-15/CG8176/lap/AP-2mu/AP-2alpha/VAChT,2.3340824883740905
Cellular componenet,L1_Imp,GO:0030659,cytoplasmic vesicle membrane,33/1139,135/9025,6.301064981630721e-4,BicD/Chc/S/Syt1/Syn/Rab11/Rab7/Past1/unc-13/lqf/fab1/CG9132/Rab35/VGlut/Vps13/Sec24AB/Syngr/CG6707/olf413/Sar1/AP-1sigma/SppL/Scamp/Sec16/CG33096/Vmat/lqfR/fwe/Ptr/AP-2mu/AP-2alpha/Snap24/VAChT,0.9537377072614064
Cellular componenet,L1_Imp,GO:0031674,I band,16/1139,47/9025,6.750431231598949e-4,Ald1/Actn/dia/Mlp84B/Dg/cpa/Zasp66/mask/Lasp/sls/Dys/rhea/Msp300/CG43707/mbl/Hsc70-4,1.4315703332761465
Cellular componenet,L1_Imp,GO:0030864,cortical actin cytoskeleton,9/1139,18/9025,7.202388209347157e-4,Actn/Khc/l(2)gl/sqh/Tm1/Cortactin/alpha-Spec/Dys/flr,1.9861591849537839
Cellular componenet,L1_Imp,GO:0099738,cell cortex region,21/1139,72/9025,7.87352821055392e-4,dlg1/sqh/stau/pros/Mbs/brat/Rho1/stnB/Abi/unc-13/par-6/Rab35/sano/conu/pins/Rim/brp/Bsg/aPKC/Rbp/Ten-a,1.2085516062902317
Cellular componenet,L1_Imp,GO:0016327,apicolateral plasma membrane,10/1139,22/9025,8.084130444511123e-4,dlg1/l(2)gl/ex/Inx2/CG13704/Ssk/mesh/aPKC/scrib/Mcr,1.848655661203849
Cellular componenet,L1_Imp,GO:0016028,rhabdomere,13/1139,35/9025,9.991026167210431e-4,arm/Cam/rdgB/Galphaq/Rac1/Cdc42/Moe/WASp/PIP5K59B/Slik/Synd/norpA/Ggamma30A,1.5573158861499095
Cellular componenet,L1_Imp,GO:0030658,transport vesicle membrane,13/1139,35/9025,9.991026167210431e-4,Chc/Syt1/Syn/unc-13/VGlut/Sec24AB/Syngr/Sar1/AP-1sigma/Sec16/Vmat/fwe/VAChT,1.5573158861499095
Cellular componenet,L1_Imp,GO:0016324,apical plasma membrane,24/1139,89/9025,9.991026167210431e-4,arm/Fas2/sqh/stau/ex/dia/Moe/Rho1/par-6/Inx2/Syt4/Clic/Rab35/scaf/cpa/zye/sosie/alpha-Spec/mgl/aPKC/cac/dally/Mcr/tyn,1.0953882547085423
Cellular componenet,L1_Imp,GO:0045177,apical part of cell,39/1139,174/9025,0.0010515519414228977,arm/Fas2/dlg1/Btk29A/sqh/stau/Ptp10D/ex/pros/Mbs/brat/Cdc42/Arf79F/dia/Moe/Rho1/sty/par-6/Inx2/Syt4/Clic/Rab35/scaf/sano/cpa/RhoGAP71E/zye/ATP6AP2/sosie/conu/pins/alpha-Spec/mgl/aPKC/cac/dally/ens/Mcr/tyn,0.828617907967304
Cellular componenet,L1_Imp,GO:0005884,actin filament,12/1139,31/9025,0.001088205373705172,sqh/Tm1/dia/Moe/Cortactin/pigs/pod1/Zasp66/CG34417/Msp300/hts/Pak,1.6169253752880648
Cellular componenet,L1_Imp,GO:0016328,lateral plasma membrane,9/1139,19/9025,0.001102776819579787,dlg1/mys/Rab10/M6/alpha-Spec/scrib/hts/Mcr/Pak,1.9081566729525108
Cellular componenet,L1_Imp,GO:0005844,polysome,8/1139,16/9025,0.0015360724928531824,bic/msi/eIF3h/Dp1/Fmr1/Upf2/Rbp6/RpS29,1.9861591849537839
Cellular componenet,L1_Imp,GO:0120111,neuron projection cytoplasm,8/1139,16/9025,0.0015360724928531824,Khc/pum/stau/eIF4E1/yps/Fmr1/Upf1/Dhc64C,1.9861591849537839
Cellular componenet,L1_Imp,GO:0060293,germ plasm,13/1139,38/9025,0.0023706793347649975,eIF4A/stau/Tm1/tud/Hrb27C/Fmr1/Mkrn1/Helz/Fs(2)Ket/bel/RapGAP1/PyK/TER94,1.4386713896512906
Cellular componenet,L1_Imp,GO:0000932,P-body,12/1139,34/9025,0.0027817649410669253,stau/eIF4E1/smg/lig/Rcd-1/PAN3/DCP2/Edc3/4E-T/Rbfox1/AGO1/Patr-1,1.4836588444246006
Cellular componenet,L1_Imp,GO:0099568,cytoplasmic region,29/1139,125/9025,0.0033829603092122972,Khc/dlg1/pum/sqh/stau/pros/Mbs/brat/Rho1/eIF4E1/stnB/Abi/yps/unc-13/par-6/Fmr1/Upf1/Rab35/sano/conu/pins/CG30069/Rim/brp/Dhc64C/Bsg/aPKC/Rbp/Ten-a,0.878355895419269
Cellular componenet,L1_Imp,GO:0030662,coated vesicle membrane,12/1139,35/9025,0.003671818585468999,BicD/Chc/lqf/CG9132/Sec24AB/Sar1/AP-1sigma/Sec16/lqfR/AP-2mu/AP-2alpha/VAChT,1.4418386687299736
Cellular componenet,L1_Imp,GO:0005912,adherens junction,14/1139,45/9025,0.004135041108065884,arm/ed/ena/sqh/cpb/Moe/shot/Arf51F/cpa/Zasp66/ArfGAP3/Efa6/scrib/smash,1.3016610106817132
Cellular componenet,L1_Imp,GO:0033180,"proton-transporting V-type ATPase, V1 domain",6/1139,11/9025,0.004756642249619898,Vha55/Vha36-1/Vha44/VhaAC45/Vha68-2/Vha26,2.111690067037643
Cellular componenet,L1_Imp,GO:0098796,membrane protein complex,81/1139,462/9025,0.004874570262562347,nAChRalpha1/arm/Chc/Gbeta13F/Galphao/Atpalpha/put/Sh/Shaw/Galphaq/mys/Ggamma1/Vha55/Nmdar1/Sec61beta/babo/Stt3B/Moe/nSyb/Syx1A/Vps26/Pi3K92E/nrv1/nrv2/Tom40/fz2/Mitofilin/Pi3K21B/Vha36-1/Scgdelta/par-6/lqf/VhaPPA1-1/VhaM9.7-c/CG4587/nAChRalpha5/ND-MNLL/CG9132/CG11319/nAChRalpha6/nrv3/Sec24AB/Dg/clu/Syn2/Eps-15/Cyt-c1/QIL1/ATP6AP2/Sar1/AP-1sigma/ATPsynC/cpx/NaCP60E/alphaSnap/Dys/Ykt6/lqfR/SdhA/Msp300/aPKC/Vha44/VhaAC45/Shab/Vha16-1/norpA/cac/Hk/Cngl/AP-2mu/Vha68-2/GluRIB/Flo2/AP-2alpha/Snap24/Ggamma30A/VAChT/InR/Vha26/Vha13/para,0.4742601464223508
Cellular componenet,L1_Imp,GO:0009925,basal plasma membrane,15/1139,51/9025,0.005090548938601738,Lar/dlg1/Atpalpha/stau/ogre/mys/foi/Dg/ZnT86D/alpha-Spec/par-1/cac/scrib/dally/Mcr,1.2206244385908067
Cellular componenet,L1_Imp,GO:0030027,lamellipodium,7/1139,15/9025,0.005641686747701134,ena/Cdc42/Abi/Cortactin/GMF/Rab35/Arp3,1.8866235114028695
Cellular componenet,L1_Imp,GO:0062023,collagen-containing extracellular matrix,12/1139,37/9025,0.0060186880675506945,Col4a1/Ppn/Tig/NetB/vkg/Ndg/SP2353/tnc/LanB1/dally/LanB2/trol,1.3616683200459903
Cellular componenet,L1_Imp,GO:0030135,coated vesicle,18/1139,68/9025,0.0064349507542725125,BicD/Chc/Rab11/stnB/lqf/CG9132/Sec24AB/ergic53/CG8176/Sar1/AP-1sigma/Sec16/lap/lqfR/Rab8/AP-2mu/AP-2alpha/VAChT,1.068621345145757
Cellular componenet,L1_Imp,GO:0030120,vesicle coat,10/1139,28/9025,0.0064349507542725125,Chc/lqf/CG9132/Sec24AB/Sar1/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,1.5007323577835423
Cellular componenet,L1_Imp,GO:0030117,membrane coat,11/1139,33/9025,0.007077242403976906,Chc/lqf/CG9132/Sec24AB/Eps-15/Sar1/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,1.4011966842326276
Cellular componenet,L1_Imp,GO:0048475,coated membrane,11/1139,33/9025,0.007077242403976906,Chc/lqf/CG9132/Sec24AB/Eps-15/Sar1/AP-1sigma/lqfR/AP-2mu/AP-2alpha/VAChT,1.4011966842326276
Cellular componenet,L1_Imp,GO:0005703,polytene chromosome puff,13/1139,43/9025,0.007566142223299591,Hrb98DE/mam/Rm62/RpII215/Hrb87F/Top1/Moe/Su(Tpl)/vig/CycT/REG/cnc/sqd,1.260334148392778
Cellular componenet,L1_Imp,GO:0071598,neuronal ribonucleoprotein granule,6/1139,12/9025,0.007684403234390173,pum/stau/eIF4E1/yps/Fmr1/Upf1,1.9861591849537836
Cellular componenet,L1_Imp,GO:0016459,myosin complex,8/1139,20/9025,0.007913651248170712,Cam/Mlc1/Mlc2/Prm/sqh/Mlc-c/Mhcl/Myo28B1,1.6642310900664214
Cellular componenet,L1_Imp,GO:0030672,synaptic vesicle membrane,7/1139,16/9025,0.008178765418856546,Syt1/Syn/unc-13/VGlut/Syngr/Vmat/fwe,1.793514107011388
Cellular componenet,L1_Imp,GO:0015630,microtubule cytoskeleton,54/1139,291/9025,0.008178765418856546,Cam/Khc/klar/Map205/sgg/shi/sqh/alphaTub84B/alphaTub85E/mts/corto/cpb/Moe/Sep1/ctp/pnut/shot/Lis-1/Rab11/Lk6/Khc-73/14-3-3epsilon/Ran/Dlc90F/Rilpl/Kank/CG2082/msps/pigs/pod1/Klp10A/Dlic/CG15740/Tao/clu/Slik/Tat/nudE/ssp2/Arl8/Tctp/Kat60/CG30069/Jupiter/Rtnl1/CG34417/futsch/Sep4/Dhc64C/jvl/ens/vih/tau/unc-104,0.5561713442089686
Cellular componenet,L1_Imp,GO:0099572,postsynaptic specialization,9/1139,25/9025,0.009592514116774694,Fas2/dlg1/pum/eIF4E1/par-6/Fmr1/scrib/hts/Pak,1.5122279966213716
Cellular componenet,L2_Imp,GO:0030054,cell junction,176/1319,434/9025,1.9566360823909916e-39,nAChRalpha1/mAChR-A/nAChRbeta1/arm/CycA/Lar/ed/ena/CG17716/Fas2/Fas3/Actn/g/dlg1/Catsup/l(2)gl/na/Atpalpha/pum/sgg/shi/slo/sqh/stau/Csp/Syt1/Rdl/Ten-m/Rop/Syn/Cbp53E/ex/drk/mys/Gdi/Rab3/Con/CanB/Lac/Nmdar1/Sdc/cora/sinu/Snap25/cpb/Zyx/Moe/Sep1/Sap47/nSyb/Syx1A/pck/shot/Arf51F/CASK/Rab2/Rab5/Rho1/eIF4E1/CadN/CanB2/nrv2/Rab10/Rab11/Rab7/Past1/stnB/stnA/WASp/Clc/stan/GluClalpha/moody/Srpk79D/unc-13/par-6/X11L/Eaat1/Inx2/Kank/Tob/Syt4/Drep2/lqf/Fmr1/nAChRalpha5/Vap33/pod1/Tomosyn/Rab35/VGlut/nAChRalpha6/sky/Syngr/Dg/cpa/Synj/Eps-15/Cip4/CG13704/unc-13-4A/Zasp66/crim/M6/ArfGAP3/Cont/Arl8/EndoA/Syp/KaiR1D/Nrx-1/plum/RhoGAP100F/Cals/Scamp/Alk/cpx/Pax/Fsn/bchs/Liprin-alpha/mesh/RabX4/Efa6/Atg8a/X11Lbeta/Synd/Rim/Lasp/Frq2/shakB/sif/lap/jeb/nAChRalpha7/bbg/beta-Spec/alpha-Spec/alphaSnap/futsch/mnb/cno/CG42319/brp/Mob4/wech/Hip14/Sep4/Dys/rhea/p120ctn/par-1/Vmat/fwe/Ank2/Bsg/aPKC/Rbp/Rab8/cac/scrib/smash/hts/nwk/dysc/orb2/CaMKII/Nrg/PDZ-GEF/CG45049/stai/Ten-a/unc-104/Pak/VAChT/S6k,1.472362753603169
Cellular componenet,L2_Imp,GO:0045202,synapse,128/1319,292/9025,2.6186552050890525e-32,nAChRalpha1/mAChR-A/nAChRbeta1/CycA/ena/Fas2/Fas3/g/dlg1/Catsup/l(2)gl/na/pum/sgg/shi/slo/stau/Csp/Syt1/Rdl/Ten-m/Rop/Syn/Cbp53E/drk/mys/Gdi/Rab3/Con/CanB/Nmdar1/Sdc/Snap25/Sep1/Sap47/nSyb/Syx1A/CASK/Rab2/Rab5/eIF4E1/CanB2/Rab10/Rab11/Rab7/Past1/stnB/stnA/WASp/Clc/GluClalpha/Srpk79D/unc-13/par-6/X11L/Eaat1/Tob/Syt4/Drep2/lqf/Fmr1/nAChRalpha5/Vap33/pod1/Tomosyn/Rab35/VGlut/nAChRalpha6/sky/Syngr/Dg/Synj/Eps-15/Cip4/unc-13-4A/Arl8/EndoA/Syp/KaiR1D/Nrx-1/RhoGAP100F/Cals/Scamp/Alk/cpx/Fsn/bchs/Liprin-alpha/RabX4/Atg8a/X11Lbeta/Synd/Rim/Frq2/sif/lap/jeb/nAChRalpha7/beta-Spec/alpha-Spec/alphaSnap/futsch/mnb/brp/Mob4/Hip14/Sep4/Dys/par-1/Vmat/fwe/Ank2/Bsg/Rbp/Rab8/cac/scrib/hts/nwk/dysc/orb2/CaMKII/stai/Ten-a/unc-104/Pak/VAChT/S6k,1.5846578085303338
Cellular componenet,L2_Imp,GO:0030424,axon,102/1319,206/9025,4.34008791406558e-31,Appl/arm/bsk/Lar/ena/Fas2/g/dlg1/Catsup/na/pum/sgg/stau/trc/Nrt/Csp/Syt1/Rdl/Ptp99A/Ptp10D/Rop/Syn/Cbp53E/ple/Con/hdc/hep/Cdc42/Sdc/tutl/Snap25/nSyb/Syx1A/shot/CASK/Rab2/drl/CadN/Lis-1/NetB/nrv2/Rab11/Past1/CLIP-190/trio/Mkk4/Srpk79D/unc-13/par-6/X11L/Eaat1/Eb1/Syt4/Fmr1/pod1/Tao/sNPF/sky/Dscam1/Synj/CG13506/nudE/Cont/Arl8/EndoA/Nrx-1/plum/Aplip1/Scamp/Unc-76/Alk/cpx/Efa6/Atg8a/Synd/Rtnl1/jeb/kra/beta-Spec/alphaSnap/futsch/mnb/brp/Mob4/par-1/Vmat/CG42674/Ank2/Dhc64C/Bsg/Dscam4/sli/orb2/CaMKII/Nrg/Dscam2/rad/tau/unc-104/VAChT/InR/Imp,1.7604071821986282
Cellular componenet,L2_Imp,GO:0098793,presynapse,83/1319,166/9025,1.5064805349911e-25,ena/Fas2/g/dlg1/Catsup/l(2)gl/na/pum/stau/Csp/Syt1/Rop/Syn/Cbp53E/drk/mys/Gdi/Rab3/CanB/Snap25/Sep1/nSyb/Syx1A/CASK/Rab2/CanB2/Rab10/Rab11/Past1/stnB/stnA/Clc/Srpk79D/unc-13/par-6/Eaat1/Syt4/lqf/Vap33/Tomosyn/VGlut/sky/Syngr/Synj/Eps-15/unc-13-4A/Arl8/EndoA/KaiR1D/Nrx-1/RhoGAP100F/Scamp/Alk/cpx/bchs/Liprin-alpha/RabX4/Atg8a/Synd/Rim/Frq2/lap/jeb/alphaSnap/mnb/brp/Mob4/Hip14/Sep4/par-1/Vmat/fwe/Ank2/Bsg/Rbp/Rab8/cac/orb2/CaMKII/Ten-a/unc-104/VAChT/S6k,1.7744823674103511
Cellular componenet,L2_Imp,GO:0043005,neuron projection,133/1319,373/9025,2.8020725195049627e-23,nAChRalpha1/mAChR-A/nAChRbeta1/Appl/arm/bsk/Pka-C1/chic/Lar/EcR/ena/Fas2/g/dlg1/Catsup/na/pum/sgg/slo/sn/stau/trc/Nrt/Csp/Syt1/Rdl/Ptp99A/Ptp10D/Rop/Syn/Cbp53E/mys/ple/Con/hdc/Lac/hep/Cdc42/Nmdar1/Sdc/tutl/Snap25/nSyb/Syx1A/shot/CASK/Rab2/eIF4E1/drl/CadN/Lis-1/NetB/nrv2/Rab11/Past1/CLIP-190/yps/Uba1/trio/Mkk4/GluClalpha/Srpk79D/unc-13/Eph/par-6/X11L/Eaat1/Eb1/Syt4/Fmr1/nAChRalpha5/SK/pod1/Upf1/Tao/nAChRalpha6/sNPF/sky/Dscam1/Synj/CG13506/nudE/Cont/Arl8/dpr9/EndoA/Nrx-1/plum/Gat/Aplip1/Scamp/Unc-76/Alk/dpr1/cpx/Efa6/Atg8a/X11Lbeta/Synd/Rtnl1/dpr12/shrb/jeb/nAChRalpha7/AGO2/kra/beta-Spec/alphaSnap/futsch/mnb/brp/Mob4/par-1/Vmat/CG42674/Ank2/Dhc64C/Bsg/Sarm/Dscam4/dysc/sli/orb2/CaMKII/Nrg/Dscam2/rad/stai/tau/unc-104/VAChT/InR/Imp,1.2867329826563028
Cellular componenet,L2_Imp,GO:0150034,distal axon,55/1319,105/9025,5.0468030187556496e-18,ena/Fas2/g/dlg1/na/pum/stau/Csp/Syt1/Rop/Syn/Cbp53E/Con/Cdc42/Snap25/nSyb/Syx1A/shot/CASK/Rab2/Lis-1/NetB/Rab11/Past1/CLIP-190/trio/Srpk79D/unc-13/par-6/Eaat1/Eb1/pod1/sky/Synj/Arl8/EndoA/Nrx-1/Scamp/Alk/cpx/Atg8a/Synd/Rtnl1/jeb/kra/alphaSnap/mnb/brp/Mob4/par-1/Vmat/Ank2/orb2/unc-104/VAChT,1.8415965632688882
Cellular componenet,L2_Imp,GO:0043679,axon terminus,44/1319,77/9025,2.667686378375885e-16,ena/Fas2/g/dlg1/na/pum/stau/Csp/Syt1/Rop/Syn/Cbp53E/Snap25/nSyb/Syx1A/CASK/Rab2/Rab11/Past1/Srpk79D/unc-13/par-6/Eaat1/sky/Synj/Arl8/EndoA/Nrx-1/Scamp/Alk/cpx/Atg8a/Synd/jeb/alphaSnap/mnb/brp/Mob4/par-1/Vmat/Ank2/orb2/unc-104/VAChT,1.9671274453527472
Cellular componenet,L2_Imp,GO:0044306,neuron projection terminus,44/1319,78/9025,4.611192613302609e-16,ena/Fas2/g/dlg1/na/pum/stau/Csp/Syt1/Rop/Syn/Cbp53E/Snap25/nSyb/Syx1A/CASK/Rab2/Rab11/Past1/Srpk79D/unc-13/par-6/Eaat1/sky/Synj/Arl8/EndoA/Nrx-1/Scamp/Alk/cpx/Atg8a/Synd/jeb/alphaSnap/mnb/brp/Mob4/par-1/Vmat/Ank2/orb2/unc-104/VAChT,1.9485117671854
