gene_id,gene_name,imp_target,syp_target,cluster_id,cluster_description,sypKO_l2fc,sypKO_padj
FBgn0262782,Mdh1,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.096419785,0.857471847
FBgn0030658,CG7872,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.099486031,0.865553652
FBgn0035471,Sc2,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.100077204,0.887258122
FBgn0259734,Nost,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.100963775,0.87900151
FBgn0035199,tfc,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.101911298,0.912236617
FBgn0003731,Egfr,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.105290254,0.834094136
FBgn0033906,ReepB,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.105925686,0.856976778
FBgn0082923,snoRNA:Or-aca3,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.109651646,0.905948812
FBgn0031908,CG5177,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.113055674,0.909027726
FBgn0032170,CG4658,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.113939106,0.84827505
FBgn0261555,CG42673,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.116366892,0.768861366
FBgn0020653,Trxr-1,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.123067991,0.776805583
FBgn0001961,Arpc1,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.125836538,0.837644926
FBgn0001250,if,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.127806665,0.804028152
FBgn0037709,CG8199,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.130614776,0.873316135
FBgn0034885,Eglp4,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.132747329,0.89333862
FBgn0033446,CG1648,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.133764684,0.861475775
FBgn0038986,sit,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.135833099,0.876839565
FBgn0085813,18SrRNA-Psi:CR41602,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.13684562,0.793697155
FBgn0031952,cdc14,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.14114753,0.77049807
FBgn0012036,Aldh,TRUE,FALSE,Cluster V,Peak L2 Syp binding,0.141574474,0.867159766
FBgn0263705,Myo10A,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.141897357,0.773731592
FBgn0005536,Mbs,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.146530571,0.770323564
FBgn0052029,Cpr66D,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.148293073,0.876314658
FBgn0038646,CG7715,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.15149809,NA
FBgn0082994,snoRNA:Psi28S-1837c,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.153527068,0.877991622
FBgn0031637,mxt,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.15559788,0.677009842
FBgn0025645,CG3598,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.158322073,NA
FBgn0034501,CG13868,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.159163873,0.755743022
FBgn0051439,Muc96D,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.162694192,0.851586126
FBgn0037057,CG10512,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.169240087,0.742340004
FBgn0015756,RpL9,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.169299896,0.803292018
FBgn0038877,CG3308,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.170737876,0.655873342
FBgn0259219,CG42319,TRUE,FALSE,Cluster V,Peak L2 Syp binding,0.173763887,0.860778373
FBgn0037135,CG7414,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.174406627,0.745349809
FBgn0266936,lncRNA:CR45387,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.176262735,0.839882267
FBgn0250907,Cht10,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.178471214,0.849057497
FBgn0263020,CG43315,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.185080365,NA
FBgn0011284,RpS4,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.186217248,0.803268424
FBgn0021765,scu,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.18842499,0.7718823
FBgn0001078,ftz-f1,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.192522023,0.732436215
FBgn0243511,psidin,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.195736124,0.629399552
FBgn0264437,lncRNA:CR43855,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.206710721,NA
FBgn0004391,shtd,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.208697375,0.565971847
FBgn0028371,jbug,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.210021833,0.545732906
FBgn0011272,RpL13,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.212388378,0.755643445
FBgn0262872,milt,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.220351448,0.606366884
FBgn0286203,stw,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.222129634,0.750217904
FBgn0286213,RpS12,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.223348988,0.770491179
FBgn0085427,CG34398,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.229604685,0.69358064
FBgn0052198,CG32198,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.229698331,0.573335469
FBgn0261808,cu,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.233983221,0.727460062
FBgn0032456,MRP,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.236847998,0.615835114
FBgn0000286,Cf2,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.249046551,0.638412366
FBgn0037225,TwdlG,TRUE,FALSE,Cluster V,Peak L2 Syp binding,0.260554972,0.740829808
FBgn0040393,CG14265,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.265686204,0.63306504
FBgn0263483,snoRNA:lola-d,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.278235104,0.740829808
FBgn0011205,fbl,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.279151424,0.431762416
FBgn0259481,Mob2,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.279892454,0.58558804
FBgn0083039,snoRNA:Psi18S-301,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.281686254,NA
FBgn0034470,Obp56d,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.282680409,NA
FBgn0034743,RpS16,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.287384382,0.666684927
FBgn0030136,RpS28b,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.292284662,0.57007796
FBgn0021872,Xbp1,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.299547879,0.255646047
FBgn0262811,CG43182,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.3065044,0.420469898
FBgn0267519,28SrRNA-Psi:CR45859,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.31203503,0.256365737
FBgn0263472,snoRNA:2R:9445205,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.313117005,0.7127805
FBgn0036181,Muc68Ca,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.315346455,NA
FBgn0019936,RpS20,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.321172139,0.363378798
FBgn0082989,snoRNA:Psi28S-2442a,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.322818973,0.704111484
FBgn0038973,Pebp1,TRUE,FALSE,Cluster V,Peak L2 Syp binding,0.328834379,NA
FBgn0004858,elB,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.335130342,0.197729653
FBgn0023441,fus,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.335368692,0.448122673
FBgn0260747,Chchd2,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.344284077,0.381233263
FBgn0065099,snRNA:7SK,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.344476732,0.567199286
FBgn0002590,RpS5a,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.345612791,0.441847018
FBgn0036467,CG12310,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.348705649,0.508852227
FBgn0032598,ChLD3,TRUE,FALSE,Cluster V,Peak L2 Syp binding,0.372233098,NA
FBgn0267033,mamo,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.387583961,0.578663384
FBgn0086668,snoRNA:Psi28S-3436a,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.400417957,0.543359831
FBgn0267515,28SrRNA-Psi:CR45855,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.416495283,0.420919798
FBgn0037181,CG11370,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.425515698,0.506755263
FBgn0261053,Cad86C,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.42679401,0.266076349
FBgn0262559,Mdh2,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.428328872,0.162465911
FBgn0082980,snoRNA:Psi28S-2996,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.434607945,0.566191172
FBgn0041092,tai,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.446121091,0.213611013
FBgn0267516,pre-rRNA:CR45856,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.448879136,0.529228967
FBgn0038774,CG5023,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.462075317,0.541991638
FBgn0032587,CG5953,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.462140075,0.454046713
FBgn0032897,CG9336,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.475099557,0.372365334
FBgn0267514,5.8SrRNA-Psi:CR45854,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.495590844,0.413783262
FBgn0259938,cwo,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.50404317,0.356566987
FBgn0001098,Gdh,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.511498182,0.015549222
FBgn0083057,snoRNA:Psi18S-110,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.520656314,0.343930664
FBgn0086706,pix,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.526064626,0.078797982
FBgn0004169,up,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.529933119,0.451428167
FBgn0034638,CG10433,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.533473075,0.320734724
FBgn0262508,CG43078,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.539154216,0.31759022
FBgn0010411,RpS18,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.540825194,0.140927629
FBgn0036663,CG9674,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.542563591,0.082909672
FBgn0004652,fru,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.546167892,0.281719099
FBgn0014135,bnl,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.559361203,0.20929626
FBgn0082995,snoRNA:Psi28S-1837b,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.561962632,0.310393737
FBgn0016797,fz2,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.576771448,5.21651e-4
FBgn0034391,CG15080,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.578705274,0.321647703
FBgn0010265,RpS13,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.604482436,0.041960355
FBgn0032282,CG7299,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.630816311,0.207948909
FBgn0086708,stv,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.644097535,0.077535332
FBgn0038130,CG8630,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.659594579,0.318371487
FBgn0087011,CG41520,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.664028188,0.314953836
FBgn0002772,Mlc1,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.675396819,0.278608119
FBgn0260768,CG42566,TRUE,TRUE,Cluster V,Peak L2 Syp binding,0.676304427,0.299365478
FBgn0029897,RpL17,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.677997991,0.149618892
FBgn0052499,Cda4,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.740164398,0.170349619
FBgn0051973,Cda5,FALSE,TRUE,Cluster V,Peak L2 Syp binding,0.872928005,0.004130113
FBgn0037227,TwdlV,TRUE,TRUE,Cluster V,Peak L2 Syp binding,1.368005674,0.004581449
FBgn0261560,Thor,FALSE,TRUE,Cluster V,Peak L2 Syp binding,1.492497669,5.73568e-6
FBgn0003067,Pepck1,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0013688,mt:srRNA,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0013696,mt:tRNA:Ile-GAT,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0013697,mt:tRNA:Lys-CTT,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0013701,mt:tRNA:Asn-GTT,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0036112,CG14147,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0040798,CG13069,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0040992,CG10570,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0052214,CG32214,TRUE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0250731,5.8SrRNA:CR40454,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0260228,CG42502,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0266488,CG45087,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0267521,18SrRNA-Psi:CR45861,FALSE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0267522,28SrRNA-Psi:CR45862,TRUE,TRUE,Cluster V,Peak L2 Syp binding,NA,NA
FBgn0029676,HIP-R,TRUE,TRUE,Cluster VI,Other,-0.696868324,0.001557683
FBgn0025574,Pli,TRUE,FALSE,Cluster VI,Other,-0.486025487,0.30982991
FBgn0028689,Rpn6,TRUE,FALSE,Cluster VI,Other,-0.48367229900000003,0.427615418
FBgn0022960,vimar,TRUE,TRUE,Cluster VI,Other,-0.460778467,0.181546098
FBgn0000412,D1,TRUE,TRUE,Cluster VI,Other,-0.449732801,0.30652878
FBgn0031769,CG9135,TRUE,TRUE,Cluster VI,Other,-0.418526865,0.516327213
FBgn0010453,Wnt4,TRUE,FALSE,Cluster VI,Other,-0.362919899,0.170158523
FBgn0015754,Lis-1,TRUE,TRUE,Cluster VI,Other,-0.357117114,0.564002312
FBgn0024352,Stip1,TRUE,TRUE,Cluster VI,Other,-0.323409865,0.631035182
FBgn0040324,Ephrin,TRUE,TRUE,Cluster VI,Other,-0.275406866,0.57007796
FBgn0031285,CG3662,TRUE,FALSE,Cluster VI,Other,-0.252430012,0.664266232
FBgn0022987,qkr54B,TRUE,TRUE,Cluster VI,Other,-0.244228641,0.604919888
FBgn0004362,HmgD,TRUE,TRUE,Cluster VI,Other,-0.239535228,0.456301822
FBgn0022893,Df31,TRUE,TRUE,Cluster VI,Other,-0.236289915,0.68010849
FBgn0028993,scro,TRUE,TRUE,Cluster VI,Other,-0.233022337,0.6999294
FBgn0005648,Pabp2,TRUE,TRUE,Cluster VI,Other,-0.201717075,0.585840647
FBgn0082598,akirin,TRUE,TRUE,Cluster VI,Other,-0.196673372,0.661971476
FBgn0001197,His2Av,TRUE,TRUE,Cluster VI,Other,-0.155847206,0.801815177
FBgn0000173,ben,TRUE,TRUE,Cluster VI,Other,-0.154531396,0.680102267
FBgn0025809,Paf-AHalpha,TRUE,FALSE,Cluster VI,Other,-0.14261472,0.818200325
FBgn0004587,B52,TRUE,TRUE,Cluster VI,Other,-0.137832845,0.723950038
FBgn0037468,CG1943,TRUE,TRUE,Cluster VI,Other,-0.136654655,0.829447021
FBgn0001105,Gbeta13F,TRUE,TRUE,Cluster VI,Other,-0.134317821,0.76879138
FBgn0000229,bsk,TRUE,FALSE,Cluster VI,Other,-0.122229036,0.866013231
FBgn0000575,emc,TRUE,TRUE,Cluster VI,Other,-0.106155206,0.786019616
FBgn0264308,CG43778,TRUE,TRUE,Cluster VI,Other,-0.105908025,0.822505779
FBgn0027616,Ythdc1,TRUE,FALSE,Cluster VI,Other,-0.104800631,0.839359005
FBgn0086675,fne,TRUE,TRUE,Cluster VI,Other,-0.096356878000000007,0.892461202
FBgn0029896,CG3168,TRUE,TRUE,Cluster VI,Other,-0.085994362,0.84431118
FBgn0001215,Hrb98DE,TRUE,TRUE,Cluster VI,Other,-0.085976212,0.855160956
FBgn0051998,CG31998,TRUE,FALSE,Cluster VI,Other,-0.08300984,0.887057484
FBgn0024285,Srp54,TRUE,TRUE,Cluster VI,Other,-0.075420362,0.902385386
FBgn0264075,tgo,TRUE,FALSE,Cluster VI,Other,-0.074475176,0.895852478
FBgn0001139,gro,TRUE,TRUE,Cluster VI,Other,-0.053357674,0.900953483
FBgn0031453,Bacc,TRUE,TRUE,Cluster VI,Other,-0.046257955,0.928549034
FBgn0036518,RhoGAP71E,TRUE,FALSE,Cluster VI,Other,-0.039312299,0.94841896
FBgn0004889,tws,TRUE,TRUE,Cluster VI,Other,-0.025514433,0.959316895
FBgn0044323,Cka,TRUE,TRUE,Cluster VI,Other,-0.024661129,0.961277645
FBgn0027951,MTA1-like,TRUE,TRUE,Cluster VI,Other,-0.018360625,0.971143483
FBgn0014870,Psi,TRUE,TRUE,Cluster VI,Other,-0.00737315,0.986800438
FBgn0026086,Adar,TRUE,FALSE,Cluster VI,Other,0.019330291,0.97028989
FBgn0262733,Src64B,TRUE,TRUE,Cluster VI,Other,0.022240025,0.96199018
FBgn0005775,Con,TRUE,FALSE,Cluster VI,Other,0.031397523,0.949266093
FBgn0037556,CG9636,TRUE,FALSE,Cluster VI,Other,0.036160752,0.961935075
FBgn0000108,Appl,TRUE,TRUE,Cluster VI,Other,0.039241734,0.932287424
FBgn0052017,CG32017,TRUE,FALSE,Cluster VI,Other,0.052181917,0.932287424
FBgn0011666,msi,TRUE,TRUE,Cluster VI,Other,0.053690291,0.938937148
FBgn0039831,CG12054,TRUE,TRUE,Cluster VI,Other,0.055058911,0.928549034
FBgn0265276,l(3)neo38,TRUE,TRUE,Cluster VI,Other,0.055093676,0.914087311
FBgn0005771,noc,TRUE,FALSE,Cluster VI,Other,0.057769544,0.895366822
FBgn0025455,CycT,TRUE,TRUE,Cluster VI,Other,0.066369891,0.926707099
FBgn0003435,sm,TRUE,TRUE,Cluster VI,Other,0.067609927,0.930518614
FBgn0259168,mnb,TRUE,TRUE,Cluster VI,Other,0.074444603,0.877627799
FBgn0010280,Taf4,TRUE,TRUE,Cluster VI,Other,0.089962447,0.891759388
FBgn0032666,CG5758,TRUE,TRUE,Cluster VI,Other,0.090592537,0.896274794
FBgn0261710,nocte,TRUE,TRUE,Cluster VI,Other,0.097155526,0.876839565
FBgn0000557,eEF1alpha2,TRUE,TRUE,Cluster VI,Other,0.104333108,0.902678143
FBgn0032957,CG2225,TRUE,TRUE,Cluster VI,Other,0.114790299,0.774463163
FBgn0040395,Unc-76,TRUE,TRUE,Cluster VI,Other,0.119607461,0.793697155
FBgn0030049,Trf4-1,TRUE,TRUE,Cluster VI,Other,0.124398328,0.85803204
FBgn0029997,CG2258,TRUE,TRUE,Cluster VI,Other,0.124501615,0.848408595
FBgn0033108,CG15236,TRUE,FALSE,Cluster VI,Other,0.135479549,0.739747539
FBgn0022764,Sin3A,TRUE,FALSE,Cluster VI,Other,0.14245157,0.810824268
FBgn0264449,CG43867,TRUE,TRUE,Cluster VI,Other,0.14311378,0.84237644
FBgn0259745,wech,TRUE,TRUE,Cluster VI,Other,0.153204518,0.806498058
FBgn0024555,flfl,TRUE,TRUE,Cluster VI,Other,0.159382657,0.620155672
FBgn0030766,mthl1,TRUE,FALSE,Cluster VI,Other,0.161117727,0.806408548
FBgn0046704,Liprin-alpha,TRUE,TRUE,Cluster VI,Other,0.16344514499999999,0.723950038
FBgn0262582,cic,TRUE,TRUE,Cluster VI,Other,0.164962978,0.808788599
FBgn0011766,E2f1,TRUE,TRUE,Cluster VI,Other,0.167409036,0.770491179
FBgn0267001,Ten-a,TRUE,TRUE,Cluster VI,Other,0.168888699,0.821932543
FBgn0036451,CG9425,TRUE,TRUE,Cluster VI,Other,0.174557368,0.784809075
FBgn0262739,AGO1,TRUE,TRUE,Cluster VI,Other,0.182178178,0.734778501
FBgn0011259,Sema1a,TRUE,TRUE,Cluster VI,Other,0.186433703,0.739086463
FBgn0010762,simj,TRUE,TRUE,Cluster VI,Other,0.187542438,0.67029436
FBgn0263392,Tet,TRUE,TRUE,Cluster VI,Other,0.206624488,0.724989754
FBgn0000633,CG17716,TRUE,TRUE,Cluster VI,Other,0.213652668,0.640637063
FBgn0283657,Tlk,TRUE,TRUE,Cluster VI,Other,0.218696998,0.700148922
FBgn0030520,Pdcd4,TRUE,TRUE,Cluster VI,Other,0.222408771,0.657200649
FBgn0033159,Dscam1,TRUE,TRUE,Cluster VI,Other,0.223806533,0.627167619
FBgn0261617,nej,TRUE,TRUE,Cluster VI,Other,0.241949053,0.723950038
FBgn0021800,Reph,TRUE,TRUE,Cluster VI,Other,0.243808859,0.594345609
FBgn0036165,chrb,TRUE,TRUE,Cluster VI,Other,0.244399618,0.663311368
FBgn0030674,HUWE1,TRUE,TRUE,Cluster VI,Other,0.254000792,0.617443602
FBgn0003502,Btk29A,TRUE,TRUE,Cluster VI,Other,0.255936056,0.391284418
FBgn0264089,sli,TRUE,FALSE,Cluster VI,Other,0.25696364,0.508137743
FBgn0024836,stan,TRUE,TRUE,Cluster VI,Other,0.257187086,0.631976778
FBgn0025800,Smox,TRUE,TRUE,Cluster VI,Other,0.26110173800000003,0.585840647
FBgn0052062,Rbfox1,TRUE,TRUE,Cluster VI,Other,0.296627936,0.551897929
FBgn0039633,CG11873,TRUE,TRUE,Cluster VI,Other,0.296933042,0.6450431
FBgn0026375,RhoGAPp190,TRUE,TRUE,Cluster VI,Other,0.301797585,0.554385269
FBgn0010473,tutl,TRUE,FALSE,Cluster VI,Other,0.308509752,0.574417851
FBgn0266000,CG44774,FALSE,TRUE,Cluster VI,Other,0.31191361,0.585840647
FBgn0004395,unk,TRUE,TRUE,Cluster VI,Other,0.32506632,0.343930664
FBgn0264502,CG43901,TRUE,FALSE,Cluster VI,Other,0.335813484,0.427011294
FBgn0004449,Ten-m,TRUE,TRUE,Cluster VI,Other,0.336628857,0.322578675
FBgn0025631,moody,TRUE,FALSE,Cluster VI,Other,0.381737997,0.150098178
FBgn0025726,unc-13,TRUE,TRUE,Cluster VI,Other,0.406295482,0.243970255
FBgn0052264,CG32264,TRUE,FALSE,Cluster VI,Other,0.478245739,0.193597833
FBgn0035142,Hipk,TRUE,TRUE,Cluster VI,Other,0.484836077,0.29445994
FBgn0086778,nAChRalpha7,TRUE,FALSE,Cluster VI,Other,0.555916465,0.191952527
FBgn0004198,ct,TRUE,TRUE,Cluster VI,Other,0.613318182,0.18111158
FBgn0038925,Cchl,FALSE,TRUE,N/A,No pattern,-1.277972855,2.52382e-7
FBgn0001253,ImpE1,TRUE,TRUE,N/A,No pattern,-0.870907185,1.08743e-4
FBgn0284244,l(2)k05911,FALSE,TRUE,N/A,No pattern,-0.821513122,0.095239567
FBgn0029810,CG12239,TRUE,FALSE,N/A,No pattern,-0.77665722,0.12219916
FBgn0052039,CG32039,TRUE,TRUE,N/A,No pattern,-0.650923263,0.167766138
FBgn0035871,BI-1,TRUE,TRUE,N/A,No pattern,-0.628498413,0.314953836
FBgn0031306,CG4577,TRUE,FALSE,N/A,No pattern,-0.60745076,0.123359616
FBgn0021768,nudC,FALSE,TRUE,N/A,No pattern,-0.603273476,0.309964897
FBgn0033734,CG8520,FALSE,TRUE,N/A,No pattern,-0.601441732,0.086087978
FBgn0031252,CG13690,FALSE,TRUE,N/A,No pattern,-0.573978004,0.243983245
FBgn0033663,ERp60,FALSE,TRUE,N/A,No pattern,-0.557936716,0.358032192
FBgn0034724,babos,FALSE,TRUE,N/A,No pattern,-0.538149361,0.330729971
FBgn0011581,Ms,TRUE,FALSE,N/A,No pattern,-0.53310847,0.369129208
FBgn0053217,CG33217,FALSE,TRUE,N/A,No pattern,-0.524338293,0.443734193
FBgn0027496,epsilonCOP,FALSE,TRUE,N/A,No pattern,-0.517920691,0.451149564
FBgn0262116,RNASEK,FALSE,TRUE,N/A,No pattern,-0.511943368,0.428702603
FBgn0002736,mago,TRUE,TRUE,N/A,No pattern,-0.506003542,0.330729971
FBgn0286506,Mpi,FALSE,TRUE,N/A,No pattern,-0.50560091,0.140927629
FBgn0052037,CG32037,FALSE,TRUE,N/A,No pattern,-0.503414978,0.479812255
FBgn0037624,CG8223,FALSE,TRUE,N/A,No pattern,-0.501962372,0.390371157
FBgn0262458,mir-305,FALSE,TRUE,N/A,No pattern,-0.499943106,0.433404512
FBgn0261394,Prosalpha3,FALSE,TRUE,N/A,No pattern,-0.49891782,0.303863879
FBgn0024814,Clc,TRUE,FALSE,N/A,No pattern,-0.463226304,0.276623249
FBgn0038331,Ccm3,TRUE,FALSE,N/A,No pattern,-0.454670107,0.275060477
FBgn0263038,CG43333,FALSE,TRUE,N/A,No pattern,-0.437272108,0.564002312
FBgn0038388,CG4287,FALSE,TRUE,N/A,No pattern,-0.437014759,0.129420122
FBgn0262964,CR43275,FALSE,TRUE,N/A,No pattern,-0.435342407,NA
FBgn0028692,Rpn2,FALSE,TRUE,N/A,No pattern,-0.429288316,0.04904034
FBgn0038017,CG4115,FALSE,TRUE,N/A,No pattern,-0.410770022,0.588704184
FBgn0022349,CG1910,TRUE,TRUE,N/A,No pattern,-0.408754865,0.215053298
FBgn0028686,Rpt3,FALSE,TRUE,N/A,No pattern,-0.405798122,0.539893759
FBgn0013263,Trl,TRUE,TRUE,N/A,No pattern,-0.402436513,0.335917764
FBgn0002022,Catsup,TRUE,TRUE,N/A,No pattern,-0.400618593,0.555097454
FBgn0015218,eIF4E1,TRUE,TRUE,N/A,No pattern,-0.399124308,0.195707837
FBgn0261800,LanB1,TRUE,FALSE,N/A,No pattern,-0.395790848,0.500051695
FBgn0032721,CG10602,TRUE,FALSE,N/A,No pattern,-0.382270997,0.513642913
FBgn0030305,Uba5,TRUE,TRUE,N/A,No pattern,-0.378463796,0.508475069
FBgn0033526,Caf1-105,FALSE,TRUE,N/A,No pattern,-0.377143354,0.344733942
FBgn0263617,lncRNA:CR43626,FALSE,TRUE,N/A,No pattern,-0.371433796,0.627167619
FBgn0036538,CG15715,TRUE,TRUE,N/A,No pattern,-0.369796749,0.365358585
FBgn0263977,Tim17b,TRUE,TRUE,N/A,No pattern,-0.368944645,0.401439228
FBgn0021814,Vps28,FALSE,TRUE,N/A,No pattern,-0.368839105,0.566297768
FBgn0038674,CG14285,FALSE,TRUE,N/A,No pattern,-0.357636572,0.60812402
FBgn0027338,Kap-alpha3,TRUE,TRUE,N/A,No pattern,-0.355011567,0.555035423
FBgn0026371,SAK,FALSE,TRUE,N/A,No pattern,-0.354953766,0.476197144
FBgn0035593,CG4603,FALSE,TRUE,N/A,No pattern,-0.354221168,0.333160797
FBgn0031751,CG9016,FALSE,TRUE,N/A,No pattern,-0.350681919,0.601659661
FBgn0035121,Tudor-SN,TRUE,TRUE,N/A,No pattern,-0.350224746,0.484161294
FBgn0028956,mthl3,FALSE,TRUE,N/A,No pattern,-0.349394827,0.558282652
