gene_id,combined_patterns,ALNB_clusters,T2NB_clusters,MBNB_clusters,gene_name,temporal_group,imp_target,syp_target,RBP target,cluster_id,Cluster profile,cluster_code,gene_biotype
FBgn0023076,NA;NA;Down-regulated,NA,NA,Down-regulated,Clk,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023095,NA;NA;Peak-1,NA,NA,Peak-1,caps,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0023143,NA;NA;Up-regulated,NA,NA,Up-regulated,Uba1,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0023172,NA;NA;Peak-1,NA,NA,Peak-1,RhoGEF2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023215,NA;NA;Peak-1,NA,NA,Peak-1,Mnt,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0023441,NA;NA;Down-regulated,NA,NA,Down-regulated,fus,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0023515,NA;NA;Up-regulated,NA,NA,Up-regulated,CG14814,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023534,NA;NA;Peak-1,NA,NA,Peak-1,CG17778,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023537,NA;NA;Peak-1,NA,NA,Peak-1,CG17896,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0024187,NA;NA;Peak-2,NA,NA,Peak-2,syd,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0024244,NA;NA;Peak-3,NA,NA,Peak-3,drm,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0024921,NA;NA;Up-regulated,NA,NA,Up-regulated,Tnpo,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0024963,NA;NA;Peak-1,NA,NA,Peak-1,GluClalpha,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0025457,NA;NA;Up-regulated,NA,NA,Up-regulated,Bub3,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025525,NA;NA;Peak-1,NA,NA,Peak-1,bab2,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0025740,NA;NA;Up-regulated,NA,NA,Up-regulated,PlexB,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025776,NA;NA;Peak-3,NA,NA,Peak-3,ind,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025936,NA;NA;Up-regulated,NA,NA,Up-regulated,Eph,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0026058,NA;NA;Up-regulated,NA,NA,Up-regulated,OdsH,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026060,NA;NA;Peak-1,NA,NA,Peak-1,Mipp2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026063,NA;NA;Peak-1,NA,NA,Peak-1,KP78b,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0026064,NA;NA;Peak-1,NA,NA,Peak-1,KP78a,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0026077,NA;NA;Peak-3,NA,NA,Peak-3,Gasp,late,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0026239,NA;NA;Peak-1,NA,NA,Peak-1,gukh,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0026259,NA;NA;Peak-1,NA,NA,Peak-1,eIF5B,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026263,NA;NA;Up-regulated,NA,NA,Up-regulated,bip1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026361,NA;NA;Up-regulated,NA,NA,Up-regulated,Sep5,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026431,NA;NA;Up-regulated,NA,NA,Up-regulated,Grip75,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026592,NA;NA;Up-regulated,NA,NA,Up-regulated,Fie,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026620,NA;NA;Up-regulated,NA,NA,Up-regulated,tacc,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0027084,NA;NA;Peak-3,NA,NA,Peak-3,LysRS,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027338,NA;NA;Peak-2,NA,NA,Peak-2,Kap-alpha3,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0027341,NA;NA;Peak-3,NA,NA,Peak-3,Gfat1,late,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0027364,NA;NA;Peak-3,NA,NA,Peak-3,Six4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027537,NA;NA;Up-regulated,NA,NA,Up-regulated,Nup93-1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0027564,NA;NA;Peak-3,NA,NA,Peak-3,CG3149,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027567,NA;NA;Down-regulated,NA,NA,Down-regulated,CG8108,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027581,NA;NA;Peak-1,NA,NA,Peak-1,CG6191,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027598,NA;NA;Peak-1,NA,NA,Peak-1,cindr,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027603,NA;NA;Peak-3,NA,NA,Peak-3,Ulp1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028397,NA;NA;Peak-1,NA,NA,Peak-1,Tob,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0028473,NA;NA;Down-regulated,NA,NA,Down-regulated,Non1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028540,NA;NA;Peak-1,NA,NA,Peak-1,CG9008,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028670,NA;NA;Peak-1,NA,NA,Peak-1,Vha100-2,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0028693,NA;NA;Up-regulated,NA,NA,Up-regulated,Rpn12,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028734,NA;NA;Up-regulated,NA,NA,Up-regulated,Fmr1,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0028737,NA;NA;Peak-1,NA,NA,Peak-1,eEF1beta,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028899,NA;NA;Peak-1,NA,NA,Peak-1,CG31817,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028991,NA;NA;Peak-1,NA,NA,Peak-1,seq,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029067,NA;NA;Peak-2,NA,NA,Peak-2,Dd,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029524,NA;NA;Up-regulated,NA,NA,Up-regulated,CG3176,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029778,NA;NA;Up-regulated,NA,NA,Up-regulated,RhoGAP5A,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029895,NA;NA;Peak-1,NA,NA,Peak-1,CG14441,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0030007,NA;NA;Up-regulated,NA,NA,Up-regulated,alpha-PheRS,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030066,NA;NA;Up-regulated,NA,NA,Up-regulated,Uros1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030206,NA;NA;Peak-2,NA,NA,Peak-2,CG2889,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030208,NA;NA;Up-regulated,NA,NA,Up-regulated,PPP4R2r,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030270,NA;NA;Down-regulated,NA,NA,Down-regulated,CG15199,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030272,NA;NA;Peak-1,NA,NA,Peak-1,CG15201,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030301,NA;NA;Up-regulated,NA,NA,Up-regulated,HP5,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030336,NA;NA;Peak-1,NA,NA,Peak-1,CG1578,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0030360,NA;NA;Peak-1,NA,NA,Peak-1,CG1806,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030418,NA;NA;Peak-1,NA,NA,Peak-1,CG4004,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030457,NA;NA;Up-regulated,NA,NA,Up-regulated,CG12096,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030501,NA;NA;Down-regulated,NA,NA,Down-regulated,BthD,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030634,NA;NA;Peak-1,NA,NA,Peak-1,CG9164,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030706,NA;NA;Peak-2,NA,NA,Peak-2,Lrp4,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030802,NA;NA;Up-regulated,NA,NA,Up-regulated,DENR,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030815,NA;NA;Up-regulated,NA,NA,Up-regulated,CG8945,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030884,NA;NA;Peak-2,NA,NA,Peak-2,CG6847,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030973,NA;NA;Up-regulated,NA,NA,Up-regulated,CG7332,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031042,NA;NA;Peak-1,NA,NA,Peak-1,CG14221,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031054,NA;NA;Peak-1,NA,NA,Peak-1,Ssu72,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031188,NA;NA;Down-regulated,NA,NA,Down-regulated,CG14613,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031220,NA;NA;Peak-2,NA,NA,Peak-2,CG4822,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031245,NA;NA;Peak-1,NA,NA,Peak-1,CG3625,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031307,NA;NA;Mid-peaks,NA,NA,Mid-peaks,MFS3,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0031307,NA;NA;Mid-peaks,NA,NA,Mid-peaks,MFS3,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0031457,NA;NA;Peak-2,NA,NA,Peak-2,CG3077,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031458,NA;NA;Up-regulated,NA,NA,Up-regulated,aph-1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031461,NA;NA;Peak-2,NA,NA,Peak-2,daw,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031505,NA;NA;Peak-1,NA,NA,Peak-1,ND-B14.5B,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031550,NA;NA;Peak-2,NA,NA,Peak-2,IFT57,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031589,NA;NA;Peak-2,NA,NA,Peak-2,Naprt,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0031633,NA;NA;Up-regulated,NA,NA,Up-regulated,Fnta,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031725,NA;NA;Up-regulated,NA,NA,Up-regulated,DIP-eta,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031893,NA;NA;Peak-3,NA,NA,Peak-3,MICU1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031969,NA;NA;Peak-1,NA,NA,Peak-1,pes,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032078,NA;NA;Peak-1,NA,NA,Peak-1,C1GalTA,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032167,NA;NA;Peak-2,NA,NA,Peak-2,CG5853,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032293,NA;NA;Up-regulated,NA,NA,Up-regulated,Dpy-30L1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032350,NA;NA;Down-regulated,NA,NA,Down-regulated,CG6287,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032377,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CG14937,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032377,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CG14937,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032402,NA;NA;Down-regulated,NA,NA,Down-regulated,CG14945,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032422,NA;NA;Peak-1,NA,NA,Peak-1,atilla,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032435,NA;NA;Up-regulated,NA,NA,Up-regulated,Oatp33Eb,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032680,NA;NA;Up-regulated,NA,NA,Up-regulated,Ntf-2r,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032699,NA;NA;Down-regulated,NA,NA,Down-regulated,CG10383,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032705,NA;NA;Up-regulated,NA,NA,Up-regulated,Grip71,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032785,NA;NA;Up-regulated,NA,NA,Up-regulated,CG10026,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032833,NA;NA;Down-regulated,NA,NA,Down-regulated,COX4,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032886,NA;NA;Peak-1,NA,NA,Peak-1,CG9328,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0033058,NA;NA;Peak-3,NA,NA,Peak-3,CCHa2-R,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033153,NA;NA;Down-regulated,NA,NA,Down-regulated,Gadd45,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033186,NA;NA;Peak-3,NA,NA,Peak-3,CG1602,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033194,NA;NA;Down-regulated,NA,NA,Down-regulated,Vps13,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0033195,NA;NA;Peak-1,NA,NA,Peak-1,CG1360,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033273,NA;NA;Down-regulated,NA,NA,Down-regulated,Gasz,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033395,NA;NA;Down-regulated,NA,NA,Down-regulated,Cyp4p2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033405,NA;NA;Up-regulated,NA,NA,Up-regulated,CG13954,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033427,NA;NA;Peak-3,NA,NA,Peak-3,Smyd4-1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033437,NA;NA;Peak-3,NA,NA,Peak-3,CG12926,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033497,NA;NA;Up-regulated,NA,NA,Up-regulated,CG12912,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0033498,NA;NA;Up-regulated,NA,NA,Up-regulated,CG12209,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033499,NA;NA;Up-regulated,NA,NA,Up-regulated,CG12914,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033538,NA;NA;Peak-1,NA,NA,Peak-1,CG11883,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033557,NA;NA;Up-regulated,NA,NA,Up-regulated,CG12325,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033638,NA;NA;Peak-1,NA,NA,Peak-1,CG9005,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033644,NA;NA;Peak-2,NA,NA,Peak-2,Tret1-2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033661,NA;NA;Down-regulated,NA,NA,Down-regulated,CG13185,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033708,NA;NA;Peak-2,NA,NA,Peak-2,CG8850,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033810,NA;NA;Up-regulated,NA,NA,Up-regulated,CG4646,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033845,NA;NA;Up-regulated,NA,NA,Up-regulated,mars,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033879,NA;NA;Peak-1,NA,NA,Peak-1,Echs1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033890,NA;NA;Up-regulated,NA,NA,Up-regulated,Ctf4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033932,NA;NA;Peak-3,NA,NA,Peak-3,Dh44-R1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034072,NA;NA;Down-regulated,NA,NA,Down-regulated,Dg,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0034087,NA;NA;Peak-2,NA,NA,Peak-2,clu,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0034137,NA;NA;Down-regulated,NA,NA,Down-regulated,CG4945,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034138,NA;NA;Down-regulated,NA,NA,Down-regulated,RpS15,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034175,NA;NA;Peak-3,NA,NA,Peak-3,ste24b,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034194,NA;NA;Up-regulated,NA,NA,Up-regulated,CG15611,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034240,NA;NA;Peak-1,NA,NA,Peak-1,MESR4,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034396,NA;NA;Peak-1,NA,NA,Peak-1,CG15097,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034397,NA;NA;Peak-1,NA,NA,Peak-1,CG15082,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034399,NA;NA;Peak-1,NA,NA,Peak-1,CG15083,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034403,NA;NA;Peak-3,NA,NA,Peak-3,CG18190,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034405,NA;NA;Peak-1,NA,NA,Peak-1,Jheh2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034494,NA;NA;Peak-1,NA,NA,Peak-1,CG10444,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034570,NA;NA;Peak-1,NA,NA,Peak-1,CG10543,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034606,NA;NA;Peak-2,NA,NA,Peak-2,ASPP,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034708,NA;NA;Up-regulated,NA,NA,Up-regulated,Vps35,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034723,NA;NA;Peak-3,NA,NA,Peak-3,CG13506,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0034734,NA;NA;Down-regulated,NA,NA,Down-regulated,CG4554,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034885,NA;NA;Up-regulated,NA,NA,Up-regulated,Eglp4,late,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0034902,NA;NA;Peak-1,NA,NA,Peak-1,CG5532,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034918,NA;NA;Up-regulated,NA,NA,Up-regulated,Pym,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035083,NA;NA;Peak-1,NA,NA,Peak-1,Tina-1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035107,NA;NA;Up-regulated,NA,NA,Up-regulated,mri,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035109,NA;NA;Peak-3,NA,NA,Peak-3,CG13876,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035111,NA;NA;Up-regulated,NA,NA,Up-regulated,Dis3l2,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0035142,NA;NA;Peak-1,NA,NA,Peak-1,Hipk,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0035152,NA;NA;Peak-1,NA,NA,Peak-1,CG3386,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035232,NA;NA;Peak-1,NA,NA,Peak-1,CG12099,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0035252,NA;NA;Up-regulated,NA,NA,Up-regulated,CG7970,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035290,NA;NA;Up-regulated,NA,NA,Up-regulated,dsb,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035321,NA;NA;Peak-1,NA,NA,Peak-1,CG1275,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035360,NA;NA;Down-regulated,NA,NA,Down-regulated,CG1246,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035375,NA;NA;Up-regulated,NA,NA,Up-regulated,Pgant6,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035439,NA;NA;Down-regulated,NA,NA,Down-regulated,CG14961,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035452,NA;NA;Peak-3,NA,NA,Peak-3,CG10359,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035453,NA;NA;Up-regulated,NA,NA,Up-regulated,CG10357,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035461,NA;NA;Peak-3,NA,NA,Peak-3,ntc,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035473,NA;NA;Peak-1,NA,NA,Peak-1,mge,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035481,NA;NA;Peak-1,NA,NA,Peak-1,CG12605,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0035640,NA;NA;Peak-3,NA,NA,Peak-3,mad2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035642,NA;NA;Peak-1,NA,NA,Peak-1,CG18586,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035715,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CG10103,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0035715,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CG10103,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0035721,NA;NA;Peak-3,NA,NA,Peak-3,CG9948,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0035842,NA;NA;Up-regulated,NA,NA,Up-regulated,CG7504,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036007,NA;NA;Down-regulated,NA,NA,Down-regulated,path,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0036199,NA;NA;Up-regulated,NA,NA,Up-regulated,Bmcp,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036211,NA;NA;Peak-1,NA,NA,Peak-1,CG5946,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036279,NA;NA;Up-regulated,NA,NA,Up-regulated,Ncc69,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036330,NA;NA;Peak-2,NA,NA,Peak-2,CG11263,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036396,NA;NA;Up-regulated,NA,NA,Up-regulated,CG17359,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036433,NA;NA;Peak-1,NA,NA,Peak-1,CG9628,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036484,NA;NA;Peak-3,NA,NA,Peak-3,Pex3,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036547,NA;NA;Peak-1,NA,NA,Peak-1,CG17032,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036641,NA;NA;Up-regulated,NA,NA,Up-regulated,Smn,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036688,NA;NA;Up-regulated,NA,NA,Up-regulated,Fit2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036734,NA;NA;Up-regulated,NA,NA,Up-regulated,CG7564,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0036761,NA;NA;Peak-1,NA,NA,Peak-1,MED19,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036772,NA;NA;Peak-2,NA,NA,Peak-2,CG5290,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036773,NA;NA;Peak-2,NA,NA,Peak-2,CG13698,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036880,NA;NA;Up-regulated,NA,NA,Up-regulated,Cpr76Bc,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036993,NA;NA;Peak-1,NA,NA,Peak-1,CG5910,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037060,NA;NA;Peak-1,NA,NA,Peak-1,CG10508,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037121,NA;NA;Up-regulated,NA,NA,Up-regulated,Rpb8,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037142,NA;NA;Up-regulated,NA,NA,Up-regulated,CG14562,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037171,NA;NA;Peak-2,NA,NA,Peak-2,CG14459,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037229,NA;NA;Peak-1,NA,NA,Peak-1,CG9766,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037301,NA;NA;Up-regulated,NA,NA,Up-regulated,Mms19,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037329,NA;NA;Down-regulated,NA,NA,Down-regulated,POLDIP2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037470,NA;NA;Up-regulated,NA,NA,Up-regulated,Tailor,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037533,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CD98hc,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0037533,NA;NA;Mid-peaks,NA,NA,Mid-peaks,CD98hc,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
